ID,Age,Gender,LicenceCountry,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Claim
A91179476,23,F,UK,2,0,0,1200,5,Garage,2,No
A82888325,55,F,UK,6,0,3,1400,6,Road,4,Yes
A67850469,52,F,UK,35,0,4,1200,2,Garage,14,No
A36868105,67,M,UK,13,0,0,1200,5,Garage,7,No
B9821349,36,M,UK,10,0,1,1400,6,Road,1,Yes
A572262,69,F,UK,50,0,0,1400,5,Road,16,Yes
A89613705,60,M,UK,7,0,3,1200,2,Garage,6,No
B30310258,28,F,UK,4,0,2,1400,5,Garage,8,No
B82086812,62,M,UK,32,0,3,1400,5,Drive,2,No
B21129127,65,F,UK,43,4,3,1200,3,Garage,2,Yes
A69667162,33,F,UK,13,0,4,1400,4,Garage,4,No
A64413228,52,F,UK,22,0,2,1600,6,Garage,16,Yes
B48666800,75,F,UK,42,0,1,1400,4,Garage,4,Yes
B16521416,52,F,UK,30,0,4,1200,5,Garage,2,No
A58248337,53,M,UK,5,0,4,1400,5,Garage,16,Yes
B29167850,79,M,UK,55,4,0,1200,4,Drive,1,Yes
A7258267,68,M,UK,19,0,4,1200,2,Road,11,No
B82131238,47,F,UK,27,0,1,1400,5,Road,4,Yes
B41421782,68,F,UK,3,0,4,1400,6,Garage,6,Yes
B33985787,27,F,UK,6,0,1,1800,7,Road,1,Yes
A32284129,43,M,UK,12,0,0,1200,2,Garage,6,No
B70995704,61,M,UK,6,0,1,1200,4,Garage,1,No
A90898058,60,M,UK,23,0,1,1400,4,Garage,4,No
B9915217,24,F,UK,3,0,1,1200,3,Garage,1,No
A85822333,62,M,UK,15,0,4,1600,4,Garage,1,No
B88234537,31,F,UK,14,0,3,1400,6,Road,1,No
A51948833,54,M,UK,2,0,4,1200,5,Road,3,Yes
B16799228,45,M,UK,11,0,3,1400,2,Garage,2,No
B78920586,61,M,UK,5,0,0,1400,6,Garage,2,No
A76895916,38,M,UK,12,0,4,1400,3,Garage,5,No
A9231533,57,M,UK,25,0,2,1200,2,Road,7,No
B88762594,63,M,UK,18,0,4,1600,7,Garage,5,No
B19067260,24,F,UK,6,0,4,1200,3,Garage,19,No
B81901050,37,M,UK,16,0,4,1200,6,Garage,11,No
A76406467,37,F,UK,6,0,1,1200,3,Garage,2,No
B7079522,38,F,UK,7,0,4,1600,2,Garage,15,No
B32664286,77,F,UK,10,8,2,1200,5,Garage,14,Yes
B74336908,74,F,UK,49,0,1,1600,4,Garage,1,Yes
B21888351,26,M,UK,8,0,2,1200,5,Road,15,Yes
A88476190,21,F,UK,1,0,3,1400,5,Garage,3,No
B65980756,50,M,UK,6,0,1,1400,6,Road,5,Yes
A74819031,40,F,UK,10,0,4,1200,2,Road,3,No
A96794997,67,F,UK,15,4,2,1400,2,Road,3,Yes
B27897423,63,F,UK,23,0,1,1800,5,Garage,12,Yes
A70007391,44,M,UK,23,4,4,1400,2,Road,6,Yes
A2685186,18,M,UK,1,0,1,1400,3,Garage,10,Yes
A24919521,68,M,UK,48,4,0,1200,6,Road,1,Yes
A92004630,27,F,UK,5,0,3,1200,6,Garage,8,No
A75655132,41,M,UK,24,0,0,1200,2,Garage,3,No
A54864457,73,M,UK,26,0,3,1200,3,Garage,2,No
B5748198,57,F,UK,14,0,3,1400,2,Garage,7,No
A2545744,46,M,UK,9,0,3,1600,6,Garage,1,No
B74563604,26,F,UK,7,0,0,1200,2,Drive,5,No
A98727355,78,F,UK,36,0,1,1400,4,Road,1,Yes
B37222607,19,F,UK,1,0,3,1200,4,Garage,7,No
A86695200,46,M,UK,6,0,3,1400,4,Garage,9,No
A7932125,22,M,UK,3,0,3,1600,5,Road,1,Yes
A63638999,39,F,UK,11,0,2,1400,4,Garage,7,No
A88717624,50,M,UK,33,0,4,1400,4,Drive,1,No
A54012471,39,M,UK,19,0,0,1400,5,Garage,8,No
A1399383,25,M,UK,3,4,2,1600,4,Garage,3,Yes
B55468950,50,M,UK,6,0,2,1200,4,Garage,4,No
B65383826,53,M,UK,17,0,4,1200,4,Garage,2,No
B27549303,69,F,UK,40,0,0,1400,4,Garage,10,Yes
B51009739,35,F,UK,5,4,3,1200,3,Garage,5,Yes
A22470369,70,F,UK,10,0,4,2000,7,Garage,4,Yes
A18271062,72,F,UK,49,0,4,1400,2,Garage,7,Yes
B2682139,40,F,UK,5,8,3,1400,6,Road,1,Yes
B87112061,53,M,UK,10,0,4,1200,2,Garage,9,No
B81404783,37,F,UK,15,0,1,1600,7,Garage,5,No
B23607800,61,F,UK,31,0,4,1200,5,Drive,6,No
A99042016,54,F,UK,27,0,1,1600,6,Drive,11,Yes
A44815376,64,F,UK,25,0,3,1400,6,Garage,4,No
A32013197,41,F,UK,5,0,4,1200,5,Road,17,Yes
A2008792,71,F,UK,21,0,2,1200,4,Road,2,Yes
A37135114,62,F,UK,25,0,2,1200,3,Road,14,Yes
A97116184,72,M,UK,16,0,0,1600,6,Garage,7,No
A49727115,41,M,UK,10,4,0,1400,3,Road,2,Yes
B56677003,43,M,UK,21,0,3,1200,6,Garage,10,No
B74661867,24,F,UK,2,0,0,1200,6,Garage,2,No
A70759303,46,M,UK,24,4,2,1400,4,Road,4,Yes
A66358195,75,M,UK,47,0,4,1400,6,Garage,4,No
A82105849,73,M,UK,46,0,1,1400,3,Road,7,Yes
A43979509,66,M,UK,22,0,0,1200,4,Garage,1,No
B75062334,68,M,UK,6,0,4,1200,4,Garage,1,No
B62530230,40,M,UK,1,0,0,1200,5,Garage,9,No
A20259992,70,F,UK,16,0,2,1200,2,Road,15,Yes
A37808324,57,F,UK,3,0,2,1200,3,Garage,8,No
B58394467,78,M,UK,24,4,3,1200,5,Garage,1,Yes
A3873008,56,F,UK,17,0,4,1200,3,Road,1,No
A19044142,38,F,UK,9,0,4,1200,5,Garage,1,No
A7956954,18,M,UK,1,0,1,1200,6,Road,8,Yes
B87377376,29,M,UK,8,0,4,1400,4,Garage,8,No
A82552885,39,F,UK,14,0,1,1600,6,Garage,3,No
A86833466,39,M,UK,2,0,0,1400,2,Garage,19,No
B93839163,43,M,UK,16,0,1,1200,4,Garage,9,No
A92695756,79,F,UK,22,0,0,1200,4,Garage,8,Yes
A51185192,50,M,UK,13,0,0,1200,3,Garage,2,No
B86850592,78,M,UK,18,0,0,1400,4,Garage,1,No
A95900284,54,M,UK,37,0,2,1200,6,Garage,1,No
A5987125,73,F,UK,50,0,2,1600,4,Road,8,Yes
A19469769,68,F,UK,39,0,4,1400,5,Garage,1,Yes
B41778152,33,F,UK,11,0,1,1400,6,Road,17,Yes
B3393072,67,F,UK,22,0,4,1200,4,Garage,2,No
B27723475,44,F,UK,2,0,0,1400,6,Road,12,Yes
B50466722,41,F,UK,5,0,4,1200,2,Road,2,No
A20566274,74,M,UK,45,0,4,1200,4,Garage,7,No
A41316938,49,M,UK,3,0,4,1200,3,Drive,6,No
A21125010,62,M,UK,27,0,0,1400,6,Garage,13,No
B48957795,67,F,UK,2,0,2,1400,5,Garage,16,Yes
B5820347,77,F,UK,32,0,4,1200,3,Garage,8,Yes
B97288383,49,M,UK,22,0,4,1400,3,Road,6,No
B72323170,36,F,UK,12,0,2,1200,3,Garage,5,No
A94355093,34,M,UK,12,0,1,1600,5,Garage,11,No
B22991154,18,F,UK,1,0,1,1200,4,Garage,1,No
B16882496,70,M,UK,12,0,4,1200,5,Road,1,Yes
A47943080,53,F,UK,2,4,3,1200,5,Garage,11,Yes
B48433040,78,F,UK,22,0,1,1200,2,Garage,6,Yes
A80742893,78,M,UK,22,0,0,1400,6,Garage,5,No
B53358518,39,M,UK,1,0,0,1600,4,Road,3,Yes
A3207848,48,F,UK,23,0,1,1200,5,Drive,1,No
B47315098,38,M,UK,4,0,0,1200,6,Garage,1,No
B89375704,56,F,UK,27,0,3,1200,4,Garage,19,No
A184845,46,M,UK,16,0,3,1200,5,Road,11,Yes
A11623094,27,M,UK,10,0,3,1400,4,Garage,10,No
B97399095,78,M,UK,48,0,2,1200,3,Road,1,Yes
A16812877,54,M,UK,16,0,0,1400,3,Garage,4,No
A54156014,65,M,UK,5,0,1,1400,3,Drive,5,No
B47091490,24,M,UK,6,0,2,1200,6,Drive,5,Yes
A41450443,78,F,UK,16,0,0,1200,3,Garage,9,Yes
A43727558,73,F,UK,50,0,3,1600,3,Garage,7,Yes
B6008492,40,F,UK,4,0,3,1200,3,Garage,3,No
B31668206,25,M,UK,2,0,0,1200,2,Garage,6,No
B45942114,71,F,UK,8,0,3,1800,3,Garage,11,Yes
A87403693,44,M,UK,15,0,1,1400,3,Garage,1,No
B54668778,69,F,UK,13,0,4,1400,2,Garage,1,No
A90831415,31,M,UK,8,0,4,1400,5,Road,2,Yes
A7985707,78,M,UK,45,0,3,1800,5,Garage,1,Yes
A32436725,32,M,UK,4,0,4,1400,6,Road,5,Yes
B41570385,50,F,UK,30,0,1,1600,5,Road,15,Yes
A3848370,35,F,UK,10,0,1,1200,2,Garage,1,No
B65217383,67,M,UK,14,0,0,1600,4,Road,3,Yes
B39655746,76,M,UK,28,0,3,1400,3,Garage,9,No
A77786022,77,M,UK,21,0,3,1200,4,Garage,11,No
A92818603,58,M,UK,26,0,0,1400,6,Garage,14,No
A90262845,43,F,UK,16,0,2,1400,4,Road,6,No
A94147100,54,M,UK,18,0,0,1200,3,Garage,2,No
B68577132,80,M,UK,3,0,4,1400,4,Road,1,Yes
B9899159,64,M,UK,11,0,3,1200,4,Road,2,No
B58579634,78,M,UK,34,0,2,1400,3,Garage,1,No
B35664324,36,M,UK,15,0,4,1600,6,Garage,4,No
B64506748,33,F,UK,11,0,0,1400,6,Road,1,No
A73840942,27,M,UK,9,0,4,1400,6,Garage,1,No
A93343472,53,M,UK,28,0,3,1400,6,Garage,2,No
B90260587,52,M,UK,8,0,1,1400,7,Garage,5,No
B78907987,32,F,UK,3,0,0,1400,5,Garage,1,No
A73117499,77,M,UK,9,0,2,1200,4,Garage,3,No
B14227897,80,M,UK,56,0,0,1400,5,Drive,8,Yes
A42590633,64,F,UK,36,0,4,1200,2,Garage,7,No
A42762793,34,F,UK,4,0,3,1200,3,Garage,7,No
A26957206,77,F,UK,4,0,2,1400,7,Garage,1,Yes
A13887629,48,M,UK,26,8,0,1400,4,Garage,1,Yes
B63025035,56,M,UK,38,0,1,1200,4,Garage,1,No
A20698842,28,F,UK,6,0,2,2000,6,Garage,15,No
A47807694,21,M,UK,1,0,4,1600,4,Garage,1,Yes
A62437528,58,F,UK,38,8,2,1600,5,Road,1,Yes
B7502314,48,F,UK,16,0,3,1200,4,Garage,3,No
A21660964,48,F,UK,28,0,1,1400,3,Garage,6,No
A44396177,51,M,UK,29,4,1,1400,7,Garage,3,Yes
B26253063,24,F,UK,1,8,3,1400,6,Garage,1,Yes
A54342829,70,M,UK,25,0,3,1200,3,Garage,16,No
B48949557,53,M,UK,19,4,2,1600,3,Garage,7,Yes
B3682395,39,M,UK,4,0,1,1400,5,Drive,2,No
A63052588,66,F,UK,35,0,4,1400,4,Drive,1,Yes
A87824816,37,F,UK,20,0,2,1600,7,Road,2,Yes
A11214158,64,F,UK,41,8,0,1400,2,Garage,2,Yes
B61019110,78,M,UK,23,0,0,1200,5,Drive,14,Yes
A87370844,33,F,UK,7,0,1,1200,2,Road,1,No
A1791926,38,F,UK,6,0,4,1600,3,Garage,10,No
A50406502,80,F,UK,1,0,2,1200,5,Garage,14,Yes
B60261936,77,M,UK,2,0,4,1800,4,Garage,3,No
B1936156,20,F,UK,1,0,4,1400,3,Garage,3,No
A57001130,52,F,UK,7,0,0,1400,3,Garage,1,No
B31898125,65,M,UK,31,0,0,1200,5,Garage,11,No
B1594400,63,M,UK,5,8,2,1400,3,Garage,1,Yes
B5299190,47,F,UK,30,0,2,1400,3,Garage,7,No
A59115648,78,M,UK,24,0,3,1200,6,Garage,13,No
B11333318,76,F,UK,47,0,2,1200,4,Garage,3,Yes
A34168407,40,M,UK,3,0,1,1200,4,Garage,2,No
A75145825,29,M,UK,10,8,3,1400,5,Garage,1,Yes
B86143653,34,F,UK,16,0,2,1400,5,Garage,4,No
A77905055,68,F,UK,13,0,1,1200,3,Garage,1,No
B17047403,47,M,UK,20,0,0,1400,3,Road,12,Yes
B25523516,46,F,UK,24,0,4,1200,2,Garage,7,No
A62861028,46,M,UK,28,0,1,1200,2,Road,4,No
A75077775,42,M,UK,17,0,3,1200,6,Garage,3,No
B92976995,78,M,UK,52,4,1,1200,3,Road,10,Yes
A37855509,50,M,UK,32,0,1,1200,3,Garage,3,No
A84612534,24,F,UK,1,0,2,1400,6,Garage,1,No
A77349110,41,F,UK,14,0,1,1200,6,Garage,1,No
B46757302,67,M,UK,34,0,2,1600,7,Garage,2,No
A91761829,18,F,UK,1,0,1,1800,6,Garage,6,Yes
A72492908,52,F,UK,22,0,0,1800,5,Garage,7,Yes
A39906868,40,F,UK,8,0,2,1200,6,Garage,2,No
A59046114,75,M,UK,35,4,0,1200,3,Garage,2,Yes
A46136707,22,F,UK,4,0,3,1400,2,Garage,11,Yes
B50119568,51,M,UK,14,0,2,1200,5,Garage,1,No
A6090677,22,F,UK,4,0,4,1400,4,Garage,8,No
B97585348,80,M,UK,45,0,2,1400,5,Road,8,Yes
A68966504,38,M,UK,13,0,0,1800,6,Road,2,Yes
B18394032,42,F,UK,10,0,3,1800,4,Garage,3,No
A58792475,21,F,UK,1,8,1,1200,2,Road,19,Yes
B33991487,62,M,UK,39,0,4,1400,4,Garage,3,No
A57094843,60,M,UK,3,0,0,1600,7,Garage,5,Yes
A57960860,32,F,UK,7,0,4,1400,2,Garage,2,No
A95509165,77,M,UK,9,0,2,1200,6,Garage,6,No
B42996501,38,F,UK,15,0,0,1200,6,Garage,1,No
B88910664,66,F,UK,24,4,3,1800,4,Drive,13,Yes
A81405141,61,M,UK,37,0,0,1400,2,Garage,3,No
A81893671,54,F,UK,27,0,4,1200,6,Garage,8,No
A49460340,32,F,UK,7,0,4,1400,5,Garage,5,No
B94590477,63,M,UK,20,8,0,1200,6,Garage,5,Yes
A89369593,75,M,UK,39,0,0,1200,2,Garage,17,No
B63261703,63,M,UK,45,0,3,1200,3,Garage,5,No
B82060404,50,M,UK,3,0,1,1400,4,Garage,14,Yes
B67864203,46,M,UK,11,0,4,1600,3,Garage,6,No
B84208069,78,M,UK,17,8,0,1400,3,Garage,1,Yes
A40390521,78,M,UK,18,0,3,1200,4,Garage,15,No
B9787680,51,M,UK,19,8,4,1200,3,Garage,1,Yes
B46512777,29,F,UK,4,0,3,1400,2,Garage,5,No
A76500500,65,F,UK,27,0,3,1200,3,Garage,8,Yes
A68813470,25,M,UK,3,0,2,1400,3,Drive,2,No
A26110401,69,F,UK,32,0,1,1400,7,Road,6,Yes
A15904233,53,M,UK,1,0,2,1400,2,Garage,1,No
A43222971,56,M,UK,22,0,4,1400,5,Road,2,Yes
B20627634,77,F,UK,24,0,3,1400,6,Road,8,Yes
B68390135,73,M,UK,29,0,4,1400,6,Road,10,Yes
A68477740,54,M,UK,25,0,4,2000,7,Garage,8,Yes
B10342921,55,F,UK,14,0,2,1400,5,Garage,7,Yes
B94885823,62,M,UK,7,0,1,1400,5,Garage,1,No
B67429897,27,F,UK,7,4,3,1200,5,Road,11,Yes
A82545920,44,M,UK,19,0,0,1200,3,Garage,5,No
B65419586,76,F,UK,47,0,3,1400,6,Garage,3,Yes
B90652656,72,F,UK,20,0,4,1400,5,Garage,6,Yes
B92401088,28,M,UK,8,0,0,1400,5,Road,1,Yes
B56685211,47,F,UK,7,0,0,1200,5,Garage,4,No
B65266329,57,M,UK,7,0,4,1400,2,Garage,10,No
A41552628,78,M,UK,30,8,3,1200,3,Garage,2,Yes
A44183931,74,M,UK,18,0,0,1600,3,Garage,1,No
B38618742,24,F,UK,1,0,4,1200,5,Garage,1,No
A91936303,66,M,UK,32,0,4,1600,6,Garage,1,No
B58421101,70,M,UK,51,0,3,1400,3,Garage,6,No
B97044630,45,M,UK,24,0,4,1200,6,Garage,2,No
B6494789,29,F,UK,7,0,4,1200,6,Garage,6,No
A74920961,51,F,UK,1,0,3,1400,4,Garage,3,No
B663493,26,F,UK,8,0,4,1600,4,Garage,5,No
B13663943,39,M,UK,4,4,1,1200,6,Road,8,Yes
A78782416,53,M,UK,1,0,1,1600,3,Garage,1,No
B11954500,36,M,UK,9,0,0,1800,4,Garage,3,No
A7086457,54,M,UK,10,0,2,1400,3,Drive,7,No
A39055369,56,M,UK,36,0,3,1400,2,Drive,1,No
B32141148,52,F,UK,33,0,0,2200,4,Garage,1,Yes
A80243711,71,M,UK,33,0,4,1200,2,Garage,2,No
A34880235,59,M,UK,24,0,3,2000,4,Garage,3,No
A95136886,24,M,UK,7,0,3,1600,4,Drive,1,Yes
B53412333,47,F,UK,15,0,1,1400,5,Garage,1,No
B9275737,64,M,UK,10,0,4,1400,3,Garage,3,No
B4682333,32,M,UK,2,0,2,1600,4,Drive,4,No
A97885488,45,M,UK,13,4,4,1200,3,Garage,4,Yes
B47939354,72,M,UK,18,8,3,1400,4,Road,2,Yes
A24210968,20,M,UK,1,8,0,1400,7,Garage,6,Yes
A24584345,71,M,UK,34,0,3,1200,6,Road,1,Yes
B26934871,67,M,UK,35,0,4,1200,6,Road,12,Yes
A76699694,46,M,UK,23,0,0,1600,5,Road,6,Yes
B99957168,25,M,UK,4,0,2,1600,5,Garage,19,Yes
A30577243,74,M,UK,23,8,2,1200,6,Road,3,Yes
B12838741,34,M,UK,16,0,0,1200,3,Garage,9,No
A31585497,18,F,UK,1,0,4,1600,6,Road,3,Yes
A37304418,23,M,UK,5,0,3,2000,3,Garage,4,Yes
A69029863,22,M,UK,2,4,4,1600,4,Garage,15,Yes
B98172637,19,F,UK,1,0,1,1200,5,Garage,1,No
B43921192,49,M,UK,2,0,2,1200,5,Road,11,Yes
B51295950,28,M,UK,7,8,3,1200,6,Garage,3,Yes
A32652506,73,F,UK,9,8,3,1200,5,Garage,9,Yes
A6594588,67,F,UK,22,0,4,1400,5,Garage,1,No
B23970750,70,F,UK,39,0,0,1600,7,Garage,4,Yes
A73985678,34,F,UK,12,0,1,1800,4,Road,10,Yes
A21860861,46,M,UK,2,0,2,1400,4,Garage,1,No
A8556523,75,M,UK,27,0,1,1200,4,Garage,1,No
A63841094,51,M,UK,8,0,3,1200,5,Drive,15,Yes
A84602876,67,M,UK,9,0,0,1400,6,Garage,1,No
B67522331,71,F,UK,12,0,1,1200,2,Garage,8,No
A32060541,77,M,UK,19,0,4,1200,3,Garage,5,No
B19934407,52,F,UK,3,0,1,1200,2,Garage,12,No
B12023730,53,M,UK,28,0,3,1200,6,Drive,13,Yes
A73961187,20,M,UK,3,8,3,1200,2,Garage,18,Yes
B42784572,53,F,UK,11,0,2,1800,3,Drive,5,Yes
B38862413,50,M,UK,27,0,1,1600,3,Road,3,Yes
B30455217,56,F,UK,3,0,0,1400,3,Garage,2,No
B84675530,66,F,UK,8,0,1,1200,5,Garage,5,Yes
A47197830,24,M,UK,5,0,3,1600,2,Garage,2,Yes
A31081234,39,M,UK,10,0,4,1600,7,Road,3,Yes
B27429249,60,F,UK,21,0,2,1200,6,Garage,1,No
A76964866,20,M,UK,2,0,3,1200,2,Garage,1,No
B87360060,27,F,UK,6,0,0,1200,2,Drive,1,No
A46983322,27,F,UK,6,4,0,1200,5,Garage,19,Yes
A6893131,50,F,UK,3,0,4,1200,2,Garage,2,No
A24971020,66,F,UK,17,4,2,1200,4,Road,3,Yes
A31964281,44,F,UK,5,0,3,1200,4,Garage,1,No
B37825609,52,F,UK,30,8,3,1200,2,Garage,2,Yes
B32553313,36,M,UK,19,0,0,1200,4,Garage,3,No
B60181834,59,M,UK,40,0,4,1400,6,Garage,6,No
B81282507,78,M,UK,38,0,1,1200,3,Garage,13,No
A1299890,35,F,UK,18,0,4,1400,4,Garage,7,No
B31094548,21,F,UK,4,0,1,1400,6,Garage,9,Yes
A91927174,43,M,UK,6,8,2,1400,3,Garage,5,Yes
B66068628,54,M,UK,16,8,1,1400,4,Garage,5,Yes
B47427923,69,M,UK,18,0,0,1200,5,Garage,1,No
A45412328,34,M,UK,16,0,4,1400,5,Garage,1,No
B80610123,43,M,UK,3,0,4,1200,3,Road,16,Yes
B90960181,58,M,UK,39,0,2,1600,4,Garage,2,No
A87770573,35,F,UK,10,0,2,1200,2,Garage,5,No
B8514435,20,F,UK,2,0,1,1200,5,Garage,6,No
B67012344,24,F,UK,5,0,2,1800,6,Garage,14,Yes
B63895136,44,M,UK,20,0,0,1800,5,Garage,1,No
B26317597,25,F,UK,5,0,2,1200,4,Garage,3,No
A20425598,32,F,UK,11,0,1,1400,7,Garage,4,No
A73694559,41,F,UK,23,0,2,1200,6,Road,2,Yes
A47887717,22,M,UK,3,0,1,1400,5,Road,3,Yes
A82643468,37,F,UK,4,0,1,1800,7,Garage,2,No
B50553071,69,F,UK,52,8,1,1200,2,Road,1,Yes
A68124515,33,F,UK,16,0,0,1400,7,Garage,3,No
A76989546,52,F,UK,10,0,4,1400,2,Road,1,No
A55915822,36,F,UK,8,0,4,1400,5,Road,1,Yes
A21942219,73,F,UK,20,0,1,1800,4,Garage,2,Yes
B71855259,44,F,UK,11,0,1,1200,2,Garage,6,No
A80919415,57,M,UK,7,0,4,1200,5,Garage,2,No
A19763809,22,M,UK,4,0,1,1200,5,Garage,12,Yes
B43542531,46,M,UK,28,4,2,1200,2,Garage,1,Yes
A52623232,43,F,UK,19,0,1,1400,6,Road,16,Yes
B61926311,73,F,UK,16,0,0,1600,4,Garage,4,Yes
B73970882,38,M,UK,2,0,4,1600,7,Garage,16,No
B36079553,42,M,UK,8,0,0,1200,2,Road,15,No
A32639031,19,F,UK,2,0,1,2000,8,Road,4,Yes
A85508841,37,M,UK,4,0,2,1200,5,Garage,15,No
A21711892,43,M,UK,19,0,0,1200,4,Drive,7,No
B16409789,34,M,UK,13,0,2,1200,3,Road,17,No
A45207174,70,M,UK,9,0,2,1200,6,Garage,3,No
B44676275,56,M,UK,2,0,0,1200,2,Drive,1,No
A45569794,47,F,UK,21,0,2,1400,5,Road,15,Yes
A49938667,79,F,UK,56,0,1,1400,6,Garage,8,Yes
B78098168,59,F,UK,28,4,3,1200,6,Garage,16,Yes
B67167353,53,F,UK,34,0,3,1200,3,Garage,3,No
A77326053,36,F,UK,18,0,2,1600,5,Garage,1,No
B42719342,67,M,UK,45,0,4,1400,4,Garage,3,No
A4885563,61,M,UK,25,0,1,1600,7,Garage,12,Yes
A55735879,67,F,UK,11,0,4,1600,3,Garage,1,Yes
A12307821,68,M,UK,17,0,3,1400,6,Road,10,Yes
B12038509,65,M,UK,14,0,3,1200,4,Garage,18,No
B83893900,73,F,UK,13,0,3,1400,6,Garage,8,Yes
B77041743,55,M,UK,21,0,0,1200,2,Garage,14,No
A2530946,56,M,UK,12,0,1,2800,8,Drive,11,Yes
B25004900,80,M,UK,30,8,3,1400,4,Garage,7,Yes
B78469638,18,M,UK,1,0,4,1200,6,Drive,2,Yes
A42507558,76,F,UK,9,0,4,1400,2,Road,1,Yes
A18466061,58,F,UK,37,0,3,1600,7,Garage,4,No
A10352773,45,M,UK,11,0,1,1600,7,Drive,2,No
B88610550,40,F,UK,20,0,0,1600,3,Garage,1,No
B12990571,64,M,UK,11,8,3,1200,2,Road,15,Yes
B94416832,57,M,UK,32,0,4,1600,3,Road,2,Yes
B89691224,77,M,UK,43,0,2,1200,6,Garage,10,No
A51232941,30,M,UK,10,0,4,1400,6,Garage,4,No
A24315601,68,M,UK,43,4,2,1400,6,Road,2,Yes
A10265589,28,F,UK,11,0,4,1200,5,Garage,2,No
B23457456,49,M,UK,8,0,1,1200,2,Garage,3,No
A21207524,61,F,UK,30,0,2,1800,7,Garage,9,Yes
B80479019,45,M,UK,11,0,3,1200,2,Garage,3,No
B34555071,34,F,UK,10,0,3,1600,5,Garage,4,No
A82034645,75,F,UK,37,8,4,1400,4,Garage,1,Yes
B31351297,27,M,UK,5,0,1,1200,4,Garage,1,No
B51449991,39,M,UK,19,0,0,1200,3,Garage,4,No
A10308598,29,F,UK,12,0,1,1200,6,Garage,4,No
A52229411,32,M,UK,4,0,3,1600,3,Road,3,No
B22003998,26,F,UK,7,0,2,1200,5,Garage,3,No
B68375742,36,M,UK,8,0,4,1400,3,Garage,2,No
A17052519,75,F,UK,58,0,0,1200,2,Garage,3,Yes
B41447111,32,M,UK,14,0,4,1400,3,Garage,13,No
A61001545,75,M,UK,20,0,4,1400,2,Garage,3,No
A21364269,63,M,UK,17,0,1,1400,7,Road,2,Yes
A74818182,30,M,UK,5,0,1,1400,5,Garage,16,No
B93654612,63,F,UK,23,0,3,1400,4,Road,8,Yes
A19438062,46,F,UK,5,0,4,1200,6,Garage,1,No
A98671955,78,F,UK,2,0,3,1200,2,Garage,3,Yes
B2782298,26,M,UK,7,0,2,1200,4,Road,17,Yes
B47791297,29,M,UK,11,4,1,1600,4,Garage,4,Yes
A21244971,76,F,UK,32,0,3,1200,4,Garage,17,Yes
B66571085,62,F,UK,36,0,4,1200,2,Garage,1,No
B72840699,69,M,UK,45,0,1,1600,7,Garage,4,No
B59368616,51,M,UK,23,4,0,1200,6,Drive,1,Yes
A53610220,18,F,UK,1,0,4,1200,2,Drive,5,No
A18827049,20,M,UK,3,8,0,1400,6,Garage,6,Yes
B21509759,71,F,UK,53,0,3,1400,4,Road,2,Yes
B8892364,25,F,UK,1,0,1,1400,3,Garage,14,No
A78645023,79,F,UK,10,0,0,1200,3,Garage,1,Yes
B19388464,73,M,UK,24,0,0,1200,5,Road,1,Yes
A70932678,54,F,UK,7,0,4,2800,5,Garage,2,Yes
B78630904,77,F,UK,21,0,1,1200,2,Garage,17,Yes
B21184250,53,F,UK,16,0,4,1400,3,Garage,2,No
B71254476,57,F,UK,19,0,0,1200,3,Garage,2,No
A35315320,39,M,UK,15,0,0,1600,4,Garage,10,No
B52833873,26,M,UK,7,0,4,1200,6,Garage,10,No
A56745268,61,M,UK,2,4,4,1200,3,Road,13,Yes
B91508352,63,M,UK,45,0,4,1200,2,Garage,6,No
B33000891,79,F,UK,27,0,1,1200,4,Garage,6,Yes
B27073618,46,M,UK,1,0,3,1400,7,Drive,9,Yes
B60218264,63,M,UK,33,0,0,1200,6,Road,4,Yes
B19443573,34,F,UK,5,0,1,2000,3,Road,1,No
B14471251,30,F,UK,3,8,4,1200,4,Road,8,Yes
A69247081,69,F,UK,35,0,1,1600,5,Garage,13,Yes
A98806648,19,M,UK,1,0,2,1200,4,Garage,7,No
B47151724,39,M,UK,22,0,3,1200,6,Garage,1,No
B62350827,66,F,UK,18,0,2,1600,7,Road,6,Yes
A46584666,47,M,UK,15,0,4,1400,4,Garage,3,No
A8367447,78,F,UK,32,0,2,1400,3,Garage,2,Yes
B16402051,23,F,UK,2,4,1,1400,4,Garage,10,Yes
A97709423,26,M,UK,8,0,1,1400,6,Garage,12,No
B10409161,67,F,UK,13,8,0,1200,2,Garage,7,Yes
B51138169,62,M,UK,15,0,3,1600,5,Garage,10,No
A96550883,34,F,UK,6,0,0,1200,5,Garage,4,No
B39550299,48,F,UK,14,0,2,1200,6,Drive,17,No
A51220302,48,M,UK,26,0,3,1200,6,Garage,5,No
B90351868,76,F,UK,36,0,3,1400,3,Garage,14,Yes
B17682326,24,F,UK,2,0,0,1400,3,Garage,4,Yes
B40777079,80,F,UK,33,4,2,1200,5,Garage,2,Yes
A71137445,72,M,UK,24,0,0,1200,2,Garage,2,No
A90137411,62,F,UK,22,8,2,1400,6,Garage,8,Yes
B8315761,37,F,UK,17,0,1,1400,4,Drive,1,No
B73793744,51,F,UK,5,0,0,1800,5,Garage,18,Yes
A35667986,36,F,UK,8,0,2,1800,4,Garage,1,No
B60086590,37,F,UK,15,0,0,1200,6,Garage,11,No
